MatchID,Series,League,StartTime,MatchLength,Duration,Winner,Radiant,RadiantPlayers,Dire,DirePlayers,RadiantKills,DireKills,WinningTeam,LosingTeam
3217683193,141469.0,5418,01 Jun 2017 12:24,34:30,2070,Radiant,Team Braveheart,"LuLu^^, C, 876, 老A, Waixi",Team VDuoBao,"JoHnNy, Adong ๑ , Swallow, hmx, meet you",33,21,Team Braveheart,Team VDuoBao
3217545522,141469.0,5418,01 Jun 2017 11:01,54:18,3258,Radiant,Team VDuoBao,"JoHnNy, Adong ๑ , Swallow, hmx, meet you",Team Braveheart,"LuLu^^, C, 876, 老A, Waixi",44,29,Team VDuoBao,Team Braveheart
3217401511,141456.0,5418,01 Jun 2017 09:33,25:29,1529,Radiant,RUSH B,"BinGo, qd, ddr, lt, xy",LYG.Gaming,"极限, ZP, MoPao, LongGGG_, Mystery.",32,14,RUSH B,LYG.Gaming
3217296290,141448.0,5396,01 Jun 2017 08:22,48:00,2880,Dire,Danish Bears,"NoiA, Ryze, HeStEJoE-RoTTeN, Ace, 747",iG.Vitality,"ky xY `|, super, @dogf1ghts, InJuly, Sakata",40,39,iG.Vitality,Danish Bears
3217293224,141456.0,5418,01 Jun 2017 08:20,47:24,2844,Dire,LYG.Gaming,"极限, ZP, MoPao, LongGGG_, Mystery.",RUSH B,"BinGo, qd, ddr, lt, xy",29,42,RUSH B,LYG.Gaming
3217181531,141448.0,5396,01 Jun 2017 06:57,49:17,2957,Radiant,iG.Vitality,"ky xY `|, super, @dogf1ghts, InJuly, Sakata",Danish Bears,"NoiA, Ryze, HeStEJoE-RoTTeN, Ace, 747",28,21,iG.Vitality,Danish Bears
3217100388,141427.0,5396,01 Jun 2017 05:49,22:58,1378,Dire,Digital Chaos,"BuLba, Forev, DuBu, Abed, mason",Fnatic,"QO, Ohaiyo, DJ, Febby, Ah Jit",3,23,Fnatic,Digital Chaos
3217040638,141427.0,5396,01 Jun 2017 04:54,31:35,1895,Dire,Fnatic,"QO, Ohaiyo, DJ, Febby, Ah Jit",Digital Chaos,"BuLba, Forev, DuBu, Abed, mason",12,28,Digital Chaos,Fnatic
3216972655,141427.0,5396,01 Jun 2017 03:47,43:00,2580,Radiant,Fnatic,"QO, Ohaiyo, DJ, Febby, Ah Jit",Digital Chaos,"BuLba, Forev, DuBu, Abed, mason",26,15,Fnatic,Digital Chaos
3216826601,141409.0,5336,01 Jun 2017 12:25,36:36,2196,Radiant,THUNDERBIRDS,"MoonMeander, w33, Resolut1on, MiSeRy, Saksa",Team Freedom,"Sneyking, STAN KING, Yawar, CCnC, FLeee",34,21,THUNDERBIRDS,Team Freedom
3216779943,141409.0,5336,31 May 2017 11:30,26:24,1584,Radiant,THUNDERBIRDS,"MoonMeander, w33, Resolut1on, MiSeRy, Saksa",Team Freedom,"Sneyking, STAN KING, Yawar, CCnC, FLeee",27,15,THUNDERBIRDS,Team Freedom
3216687296,141381.0,5336,31 May 2017 10:00,47:26,2846,Dire,SG e-sports team,"c4t, Kingrd, 4dr, hFn, tavo",compLexity Gaming,"melonzz, Zfreek, Moo, DeMoN, Feero",32,29,compLexity Gaming,SG e-sports team
3216623131,141381.0,5336,31 May 2017 09:00,28:08,1688,Radiant,SG e-sports team,"c4t, Kingrd, 4dr, hFn, tavo",compLexity Gaming,"melonzz, Zfreek, Moo, DeMoN, Feero",27,19,SG e-sports team,compLexity Gaming
3216489929,141345.0,5336,31 May 2017 07:30,24:27,1467,Dire,compLexity Gaming,"melonzz, Zfreek, Moo, DeMoN, Feero",THUNDERBIRDS,"MoonMeander, w33, Resolut1on, MiSeRy, Saksa",5,25,THUNDERBIRDS,compLexity Gaming
3216390230,141345.0,5336,31 May 2017 06:30,32:48,1968,Radiant,THUNDERBIRDS,"MoonMeander, w33, Resolut1on, MiSeRy, Saksa",compLexity Gaming,"melonzz, Zfreek, Moo, DeMoN, Feero",35,14,THUNDERBIRDS,compLexity Gaming
3215623855,141281.0,5418,31 May 2017 11:59,35:23,2123,Radiant,Team VDuoBao,"JoHnNy, Adong ๑ , Swallow, hmx, meet you",C5Gaming,"ACE, Dog_7, Eu, Piao, Yld",25,20,Team VDuoBao,C5Gaming
3215532021,141281.0,5418,31 May 2017 11:03,32:07,1927,Dire,C5Gaming,"ACE, Dog_7, Eu, Piao, Yld",Team VDuoBao,"JoHnNy, Adong ๑ , Swallow, hmx, meet you",11,17,Team VDuoBao,C5Gaming
3215483917,141270.0,5396,31 May 2017 10:33,44:30,2670,Radiant,Digital Chaos,"BuLba, Forev, DuBu, Abed, mason",WarriorsGaming.Unity,"xNova, KanGaroo, ChYuaN, NaNa, Wenn",35,26,Digital Chaos,WarriorsGaming.Unity
3215371257,141270.0,5396,31 May 2017 09:22,43:09,2589,Dire,WarriorsGaming.Unity,"xNova, KanGaroo, ChYuaN, NaNa, Wenn",Digital Chaos,"BuLba, Forev, DuBu, Abed, mason",14,27,Digital Chaos,WarriorsGaming.Unity
3215331529,141263.0,5418,31 May 2017 08:55,32:55,1975,Dire,White Fries Gaming,"xfreedom, hyhy,  Big_A, PatSoul, 秋。",Newbee.Young,"JiaJia, kaidou, XiaoXiaoSala, 折纸折纸, Maomao",12,23,Newbee.Young,White Fries Gaming
3215260245,141263.0,5418,31 May 2017 08:05,27:03,1623,Radiant,Newbee.Young,"JiaJia, kaidou, XiaoXiaoSala, 折纸折纸, Maomao",White Fries Gaming,"xfreedom, hyhy,  Big_A, PatSoul, 秋。",27,13,Newbee.Young,White Fries Gaming
3215254672,141248.0,5396,31 May 2017 08:00,37:50,2270,Radiant,Danish Bears,"NoiA, Ryze, HeStEJoE-RoTTeN, Ace, 747",Team Singularity,"Kacor, lisek, Exotic_Deer, Patos, Nisha",36,31,Danish Bears,Team Singularity
3215136931,141248.0,5396,31 May 2017 06:27,1:06:10,3970,Dire,Danish Bears,"NoiA, Ryze, HeStEJoE-RoTTeN, Ace, 747",Team Singularity,"Kacor, lisek, Exotic_Deer, Patos, Nisha",48,42,Team Singularity,Danish Bears
3215069407,141248.0,5396,31 May 2017 05:26,29:40,1780,Radiant,Danish Bears,"NoiA, Ryze, HeStEJoE-RoTTeN, Ace, 747",Team Singularity,"Kacor, lisek, Exotic_Deer, Patos, Nisha",40,5,Danish Bears,Team Singularity
3214988381,,5396,31 May 2017 04:07,31:08,1868,Radiant,Team NP,"pieliedie, Aui_2000, EternaLEnVy, MSS, FATA-",Fnatic,"QO, Ohaiyo, DJ, Febby, Ah Jit",37,21,Team NP,Fnatic
3214837163,141223.0,5336,31 May 2017 12:34,43:09,2589,Radiant,Team Freedom,"Sneyking, STAN KING, Yawar, CCnC, FLeee",compLexity Gaming,"melonzz, Zfreek, Moo, DeMoN, Chessie",25,15,Team Freedom,compLexity Gaming
3214783574,141223.0,5336,30 May 2017 11:29,40:27,2427,Dire,Team Freedom,"Sneyking, STAN KING, Yawar, CCnC, FLeee",compLexity Gaming,"melonzz, Zfreek, Moo, DeMoN, Chessie",23,42,compLexity Gaming,Team Freedom
3214733567,141205.0,5336,30 May 2017 10:38,22:39,1359,Dire,SG e-sports team,"c4t, Kingrd, 4dr, hFn, tavo",Team Freedom,"Sneyking, STAN KING, Yawar, CCnC, FLeee",11,24,Team Freedom,SG e-sports team
3214622621,141205.0,5336,30 May 2017 09:04,49:09,2949,Dire,SG e-sports team,"c4t, Kingrd, 4dr, hFn, tavo",Team Freedom,"STAN KING, monk, Yawar, CCnC, FLeee",23,36,Team Freedom,SG e-sports team
3214516591,141175.0,5336,30 May 2017 07:49,40:17,2417,Dire,SG e-sports team,"c4t, Kingrd, 4dr, hFn, tavo",THUNDERBIRDS,"MoonMeander, w33, Resolut1on, MiSeRy, Saksa",17,27,THUNDERBIRDS,SG e-sports team
3214388232,141175.0,5336,30 May 2017 06:29,50:50,3050,Dire,SG e-sports team,"c4t, Kingrd, 4dr, hFn, tavo",THUNDERBIRDS,"MoonMeander, w33, Resolut1on, MiSeRy, Saksa",30,34,THUNDERBIRDS,SG e-sports team
3213598630,141126.0,5418,30 May 2017 11:51,1:01:33,3693,Dire,White Fries Gaming,"xfreedom, hyhy,  Big_A, PatSoul, 秋。",Team Braveheart,"LuLu^^, C, 876, 老A, Waixi",20,23,Team Braveheart,White Fries Gaming
3213566656,,5396,30 May 2017 11:33,49:38,2978,Dire,Danish Bears,"NoiA, Ryze, HeStEJoE-RoTTeN, Ace, 747",Fnatic,"QO, Ohaiyo, DJ, Febby, Ah Jit",34,43,Fnatic,Danish Bears
3213510089,141126.0,5418,30 May 2017 11:01,24:33,1473,Dire,Team Braveheart,"LuLu^^, C, 876, 老A, Waixi",White Fries Gaming,"xfreedom, hyhy,  Big_A, PatSoul, 秋。",6,24,White Fries Gaming,Team Braveheart
3213387845,,5396,30 May 2017 09:53,45:02,2702,Dire,Team Singularity,"Kacor, lisek, Exotic_Deer, Patos, Nisha",Team NP,"pieliedie, Aui_2000, EternaLEnVy, MSS, FATA-",32,33,Team NP,Team Singularity
3213319908,141111.0,5418,30 May 2017 09:16,38:20,2300,Radiant,TEAM MAX,"Chalice, XXSJ, Fonte, yChen-, Hy",White Fries Gaming,"xfreedom, hyhy,  Big_A, PatSoul, 秋。",27,17,TEAM MAX,White Fries Gaming
3213214106,,5396,30 May 2017 08:13,31:11,1871,Radiant,Newbee,"Faith, kpii, uuu9, kaka, Sccc",iG.Vitality,"ky xY `|, super, @dogf1ghts, InJuly, Sakata",40,9,Newbee,iG.Vitality
3213207337,141111.0,5418,30 May 2017 08:08,38:02,2282,Dire,White Fries Gaming,"xfreedom, hyhy,  Big_A, PatSoul, 秋。",TEAM MAX,"Chalice, XXSJ, Fonte, yChen-, Hy",19,21,TEAM MAX,White Fries Gaming
3213067383,,5396,30 May 2017 06:31,48:16,2896,Radiant,iG.Vitality,"ky xY `|, super, @dogf1ghts, InJuly, Sakata",WarriorsGaming.Unity,"xNova, KanGaroo, ChYuaN, NaNa, Wenn",39,35,iG.Vitality,WarriorsGaming.Unity
3212969722,,5396,30 May 2017 05:10,33:15,1995,Radiant,Newbee,"Faith, kpii, uuu9, kaka, Sccc",Digital Chaos,"BuLba, Forev, DuBu, Abed, mason",23,13,Newbee,Digital Chaos
3211495742,140967.0,5418,29 May 2017 12:18,31:23,1883,Radiant,To.be.or.not.to.be,"MelodyLovers, lwy, 颜 RampaGe, chaoyue, Luobo",Team VDuoBao,"JoHnNy, Adong ๑ , Swallow, hmx, meet you",38,12,To.be.or.not.to.be,Team VDuoBao
3211350257,140967.0,5418,29 May 2017 10:56,56:04,3364,Radiant,Team VDuoBao,"JoHnNy, Adong ๑ , Swallow, hmx, meet you",To.be.or.not.to.be,"MelodyLovers, lwy, 颜 RampaGe, chaoyue, Luobo",43,24,Team VDuoBao,To.be.or.not.to.be
3211134880,140944.0,5418,29 May 2017 08:58,32:26,1946,Dire,team_ftd_a,"prettyhaw, SuN, 897, XinQ, huuhk",RUSH B,"BinGo, qd, ddr, lt, xy",17,37,RUSH B,team_ftd_a
3211038235,140944.0,5418,29 May 2017 08:01,35:04,2104,Dire,RUSH B,"BinGo, qd, ddr, lt, xy",team_ftd_a,"prettyhaw, SuN, 897, XinQ, huuhk",19,31,team_ftd_a,RUSH B
3210624507,140911.0,3726,29 May 2017 02:09,1:05:27,3927,Radiant,TORUS GAMING,"Masaru, scaflowne, Jen, Saul, Trooper",LUCCINI GAMING..,"ysssssssssssssss, LN, #Shiru, daskegtNkkkkk, Unknown",40,23,TORUS GAMING,LUCCINI GAMING..
3210565649,140911.0,3726,29 May 2017 12:52,50:48,3048,Dire,LUCCINI GAMING..,"ysssssssssssssss, LN, #Shiru, daskegtNkkkkk, Unknown",TORUS GAMING,"Masaru, scaflowne, Jen, Saul, Trooper",30,35,TORUS GAMING,LUCCINI GAMING..
3210506587,,3726,28 May 2017 11:44,33:25,2005,Radiant,LUCCINI GAMING..,"ysssssssssssssss, LN, #Shiru, daskegtNkkkkk, Unknown",Los Magikarps,"Yri, Luu, Greedy.Diana毡, Empress♥, ??????????",38,21,LUCCINI GAMING..,Los Magikarps
3210412157,,3726,28 May 2017 10:17,56:59,3419,Radiant,TORUS GAMING,"Masaru, scaflowne, Jen, Saul, Trooper",BlackSoul,"ppppppppppppppp, sunmy, , Tenn, the ZambirrisTv",28,16,TORUS GAMING,BlackSoul
3210288169,,3726,28 May 2017 08:47,48:34,2914,Radiant,LUCCINI GAMING..,"ysssssssssssssss, LN, #Shiru, daskegtNkkkkk, Unknown",Zeus Gaming,"Atroz19, ペピートあなたの恐怖, ., Tototony., xd",32,29,LUCCINI GAMING..,Zeus Gaming
3210102450,,3726,28 May 2017 06:56,1:09:15,4155,Radiant,TORUS GAMING,"Masaru, scaflowne, Jen, Saul, Trooper",San German Rejects,"x¶nada-, I´m Crazy ,sorry, Xiato, COPITO, Alice",30,39,TORUS GAMING,San German Rejects
3209244877,140780.0,5418,28 May 2017 11:55,56:39,3399,Radiant,Team Braveheart,"LuLu^^, C, 876, 老A, Waixi",To.be.or.not.to.be,"MelodyLovers, lwy, 颜 RampaGe, chaoyue, Luobo",38,26,Team Braveheart,To.be.or.not.to.be
3209134873,140780.0,5418,28 May 2017 11:00,32:48,1968,Radiant,Team Braveheart,"LuLu^^, C, 876, 老A, Waixi",To.be.or.not.to.be,"MelodyLovers, lwy, 颜 RampaGe, chaoyue, Luobo",23,18,Team Braveheart,To.be.or.not.to.be
3208929152,140749.0,5418,28 May 2017 09:14,31:41,1901,Dire,Team VDuoBao,"JoHnNy, Adong ๑ , Swallow, hmx, meet you",Newbee.Young,"JiaJia, kaidou, XiaoXiaoSala, 折纸折纸, Maomao",18,29,Newbee.Young,Team VDuoBao
3208800511,140749.0,5418,28 May 2017 08:00,46:56,2816,Dire,Newbee.Young,"JiaJia, kaidou, XiaoXiaoSala, 折纸折纸, Maomao",Team VDuoBao,"JoHnNy, Adong ๑ , Swallow, hmx, meet you",17,36,Team VDuoBao,Newbee.Young
3206995213,140583.0,5418,27 May 2017 12:44,41:59,2519,Radiant,White Fries Gaming,"xfreedom, hyhy,  Big_A, PatSoul, 秋。",C5Gaming,"ACE, Dog_7, Eu, Piao, Yld",35,17,White Fries Gaming,C5Gaming
3206822655,140583.0,5418,27 May 2017 11:06,1:09:57,4197,Dire,C5Gaming,"ACE, Dog_7, Eu, Piao, Yld",White Fries Gaming,"xfreedom, hyhy,  Big_A, PatSoul, 秋。",29,44,White Fries Gaming,C5Gaming
3206595837,140551.0,5418,27 May 2017 08:52,33:31,2011,Dire,TEAM MAX,"Chalice, XXSJ, Fonte, yChen-, Hy",Team VDuoBao,"JoHnNy, Adong ๑ , Swallow, hmx, meet you",24,34,Team VDuoBao,TEAM MAX
3206523698,140551.0,5418,27 May 2017 08:04,26:25,1585,Radiant,Team VDuoBao,"JoHnNy, Adong ๑ , Swallow, hmx, meet you",TEAM MAX,"Chalice, XXSJ, Fonte, yChen-, Hy",27,6,Team VDuoBao,TEAM MAX
3204831354,140419.0,5418,26 May 2017 11:55,40:38,2438,Dire,We.are.young,"KuBo, Gt86, 桀骜, 7676, Shining",RUSH B,"BinGo, qd, 290, ddr, lt",29,47,RUSH B,We.are.young
3204749642,140419.0,5418,26 May 2017 11:03,26:04,1564,Radiant,RUSH B,"BinGo, qd, 290, ddr, lt",We.are.young,"KuBo, Gt86, 桀骜, 7676, Shining",24,8,RUSH B,We.are.young
3204579062,140399.0,5418,26 May 2017 09:11,22:08,1328,Radiant,team_ftd_a,"prettyhaw, SuN, 897, XinQ, huuhk",LYG.Gaming,"sChwer†XFan, 极限, MoPao, LongGGG_, Mystery.",23,14,team_ftd_a,LYG.Gaming
3204484898,140399.0,5418,26 May 2017 08:02,41:37,2497,Dire,LYG.Gaming,"sChwer†XFan, 极限, MoPao, LongGGG_, Mystery.",team_ftd_a,"prettyhaw, SuN, 897, XinQ, huuhk",30,30,team_ftd_a,LYG.Gaming
3204199168,140356.0,5196,26 May 2017 03:32,43:46,2626,Radiant,Team Freedom,"Sneyking, STAN KING, Yawar, CCnC, FLeee",compLexity Gaming,"melonzz, Zfreek, Moo, DeMoN, Feero",34,28,Team Freedom,compLexity Gaming
3204139560,140356.0,5196,26 May 2017 02:15,54:55,3295,Radiant,compLexity Gaming,"melonzz, Zfreek, Moo, DeMoN, Feero",Team Freedom,"Sneyking, STAN KING, Yawar, CCnC, FLeee",33,40,compLexity Gaming,Team Freedom
3204074728,140356.0,5196,26 May 2017 12:40,1:01:43,3703,Dire,compLexity Gaming,"melonzz, Zfreek, Moo, DeMoN, Feero",Team Freedom,"Sneyking, STAN KING, Yawar, CCnC, FLeee",37,47,Team Freedom,compLexity Gaming
3204001947,140356.0,5196,25 May 2017 11:04,1:03:54,3834,Dire,compLexity Gaming,"melonzz, Zfreek, Moo, DeMoN, Feero",Team Freedom,"Sneyking, STAN KING, Yawar, CCnC, FLeee",32,48,Team Freedom,compLexity Gaming
3202907506,140249.0,5418,25 May 2017 12:07,35:11,2111,Dire,LYG.Gaming,"sChwer†XFan, 极限, MoPao, LongGGG_, Mystery.",CAVALRY,"Tzy丶NJ, xiaogongzhu, Shirley, MEVIUS,",19,33,CAVALRY,LYG.Gaming
3202806342,140249.0,5418,25 May 2017 11:00,38:22,2302,Radiant,CAVALRY,"Tzy丶NJ, xiaogongzhu, Shirley, MEVIUS,",LYG.Gaming,"sChwer†XFan, 极限, MoPao, LongGGG_, Mystery.",36,9,CAVALRY,LYG.Gaming
3202631339,140234.0,5418,25 May 2017 08:57,25:54,1554,Radiant,team_ftd_a,"prettyhaw, SuN, 897, XinQ, huuhk",CAVALRY,"Tzy丶NJ, xiaogongzhu, Shirley, MEVIUS,",31,17,team_ftd_a,CAVALRY
3202564092,140234.0,5418,25 May 2017 08:04,30:09,1809,Dire,CAVALRY,"Tzy丶NJ, xiaogongzhu, Shirley, MEVIUS,",team_ftd_a,"prettyhaw, SuN, 897, XinQ, huuhk",7,17,team_ftd_a,CAVALRY
3202257413,140206.0,5196,25 May 2017 03:06,33:00,1980,Radiant,compLexity Gaming,"melonzz, Zfreek, Moo, DeMoN, Feero",Infamous´,"Timado, Accel, Matthew, Benjaz, Kingteka",20,9,compLexity Gaming,Infamous´
3202221138,140206.0,5196,25 May 2017 02:13,27:18,1638,Dire,compLexity Gaming,"melonzz, Zfreek, Moo, DeMoN, Feero",Infamous´,"Timado, Accel, Matthew, Benjaz, Kingteka",4,25,Infamous´,compLexity Gaming
3202194955,140206.0,5196,25 May 2017 01:30,21:30,1290,Radiant,compLexity Gaming,"melonzz, Zfreek, Moo, DeMoN, Feero",Infamous´,"Timado, Accel, Matthew, Benjaz, Kingteka",24,8,compLexity Gaming,Infamous´
3200988245,140092.0,5418,24 May 2017 12:04,47:27,2847,Dire,Team Braveheart,"LuLu^^, C, 876, 老A, Waixi",C5Gaming,"ACE, Dog_7, Eu, Piao, Yld",34,37,C5Gaming,Team Braveheart
3200911397,140092.0,5418,24 May 2017 11:11,29:16,1756,Dire,C5Gaming,"ACE, Dog_7, Eu, Piao, Yld",Team Braveheart,"LuLu^^, C, 876, 老A, Waixi",4,41,Team Braveheart,C5Gaming
3200724186,140076.0,5418,24 May 2017 08:56,44:49,2689,Radiant,TEAM MAX,"Chalice, XXSJ, Fonte, yChen-, Hy",Newbee.Young,"JiaJia, kaidou, XiaoXiaoSala, 折纸折纸, Maomao",25,23,TEAM MAX,Newbee.Young
3200662083,140076.0,5418,24 May 2017 08:06,25:31,1531,Dire,Newbee.Young,"JiaJia, kaidou, XiaoXiaoSala, 折纸折纸, Maomao",TEAM MAX,"Chalice, XXSJ, Fonte, yChen-, Hy",8,25,TEAM MAX,Newbee.Young
3200423147,140054.0,5196,24 May 2017 04:10,51:53,3113,Dire,compLexity Gaming,"melonzz, Zfreek, Moo, DeMoN, Feero",Team Freedom,"Sneyking, STAN KING, Yawar, CCnC, FLeee",19,32,Team Freedom,compLexity Gaming
3200383810,140054.0,5196,24 May 2017 03:07,35:16,2116,Dire,compLexity Gaming,"melonzz, Zfreek, Moo, DeMoN, Feero",Team Freedom,"Sneyking, STAN KING, Yawar, CCnC, FLeee",17,30,Team Freedom,compLexity Gaming
3200320861,140047.0,5196,24 May 2017 01:10,20:38,1238,Radiant,Infamous´,"Timado, Accel, Matthew, Benjaz, Kingteka",Elite Wolves,"papita, ., Masoku, 830, gantz",31,8,Infamous´,Elite Wolves
3200277095,140047.0,5196,24 May 2017 12:05,41:45,2505,Radiant,Infamous´,"Timado, Accel, Matthew, Benjaz, Kingteka",Elite Wolves,"papita, ., Masoku, 830, gantz",30,20,Infamous´,Elite Wolves
3199167038,139945.0,5418,23 May 2017 11:57,32:52,1972,Radiant,We.are.young,"KuBo, rain, Gt86, 桀骜, Shining",CAVALRY,"Tzy丶NJ, xiaogongzhu, Shirley, ,",39,15,We.are.young,CAVALRY
3199079401,139945.0,5418,23 May 2017 11:00,29:43,1783,Radiant,CAVALRY,"Tzy丶NJ, xiaogongzhu, Shirley, ,",We.are.young,"KuBo, rain, Gt86, 桀骜, Shining",22,21,CAVALRY,We.are.young
3198922321,139934.0,5418,23 May 2017 09:14,25:07,1507,Radiant,Avalon_Club,"Yp, EatMan, ISI, Cys, Unknown",LYG.Gaming,"sChwer†XFan, 极限, MoPao, LongGGG_, Mystery.",32,6,Avalon_Club,LYG.Gaming
3198829512,139934.0,5418,23 May 2017 08:05,36:35,2195,Dire,LYG.Gaming,"极限, MoPao, LongGGG_, Mystery.,",Avalon_Club,"Yp, EatMan, ISI, Cys, Unknown",16,28,Avalon_Club,LYG.Gaming
3198553506,139911.0,5196,23 May 2017 03:59,47:53,2873,Dire,twitch.tv/noblewingz,"The Piemaker, Ness, Noblewingz, Slayer, FactorNano",Elite Wolves,"papita, ., Masoku, 830, gantz",21,38,Elite Wolves,twitch.tv/noblewingz
3198504558,139911.0,5196,23 May 2017 03:04,34:28,2068,Dire,twitch.tv/noblewingz,"The Piemaker, Ness, Noblewingz, Slayer, FactorNano",Elite Wolves,"papita, ., Masoku, 830, gantz",11,33,Elite Wolves,twitch.tv/noblewingz
3198418843,139900.0,5196,23 May 2017 01:06,26:12,1572,Dire,Team Red,"Newsham, monkeys-forever, frenzy, Zyzzy, Jenkins",Infamous´,"Timado, Accel, Matthew, Benjaz, Kingteka",9,29,Infamous´,Team Red
3198371067,139900.0,5196,23 May 2017 12:01,39:49,2389,Radiant,Infamous´,"Timado, Accel, Matthew, Benjaz, Kingteka",Team Red,"Newsham, monkeys-forever, frenzy, Zyzzy, Jenkins",31,29,Infamous´,Team Red
3197188162,139807.0,5418,22 May 2017 12:05,42:12,2532,Dire,To.be.or.not.to.be,"MelodyLovers, lwy, 颜 RampaGe, chaoyue, Luobo",White Fries Gaming,"xfreedom, hyhy,  Big_A, PatSoul, 秋。",15,38,White Fries Gaming,To.be.or.not.to.be
3197099668,139807.0,5418,22 May 2017 11:07,28:38,1718,Radiant,White Fries Gaming,"xfreedom, hyhy,  Big_A, PatSoul, 秋。",To.be.or.not.to.be,"MelodyLovers, lwy, 颜 RampaGe, chaoyue, Luobo",35,10,White Fries Gaming,To.be.or.not.to.be
3196841226,139792.0,5418,22 May 2017 08:03,42:43,2563,Dire,Newbee.Young,"JiaJia, kaidou, XiaoXiaoSala, 折纸折纸, Maomao",Team Braveheart,"LuLu^^, C, 876, 老A, Waixi",14,28,Team Braveheart,Newbee.Young
3196574935,139760.0,5196,22 May 2017 04:00,27:15,1635,Dire,Elite Wolves,"papita, ., Masoku, 830, gantz",is GG,"Sneyking, STAN KING, Yawar, CCnC, FLeee",7,27,is GG,Elite Wolves
3196524903,139760.0,5196,22 May 2017 03:01,24:45,1485,Radiant,is GG,"Sneyking, STAN KING, Yawar, CCnC, FLeee",Elite Wolves,"papita, ., Masoku, 830, gantz",24,9,is GG,Elite Wolves
3196437953,139735.0,5196,22 May 2017 01:02,17:20,1040,Radiant,Team Red,"Newsham, monkeys-forever, frenzy, Zyzzy, Jenkins",Uncle Blink,"brink, FLUFFNSTUFF, ifrit, Frempo, @WuDotA",17,5,Team Red,Uncle Blink
3196386340,139735.0,5196,21 May 2017 11:58,46:51,2811,Dire,Uncle Blink,"brink, FLUFFNSTUFF, ifrit, Frempo, @WuDotA",Team Red,"Newsham, monkeys-forever, frenzy, Zyzzy, Jenkins",18,28,Team Red,Uncle Blink
3196255180,139702.0,5336,21 May 2017 09:50,36:32,2192,Radiant,Team Empire,"fn, Ghostik, Miposhka, Chappie, RodjER",Elements Pro Gaming,"@LeBronDota, g0g1, Pingvincek, Swiftending, Mitch--",30,22,Team Empire,Elements Pro Gaming
3196177646,139702.0,5336,21 May 2017 08:45,36:45,2205,Radiant,Team Empire,"fn, Ghostik, Miposhka, Chappie, RodjER",Elements Pro Gaming,"@LeBronDota, g0g1, Pingvincek, Swiftending, Mitch--",45,30,Team Empire,Elements Pro Gaming
3196027182,139667.0,5336,21 May 2017 07:09,25:03,1503,Dire,Team Empire,"fn, Ghostik, Miposhka, Chappie, RodjER",Virtus.pro,"9pasha, No[o]ne-, Lil, RAMZES666, Solo",9,22,Virtus.pro,Team Empire
3195956915,139667.0,5336,21 May 2017 06:30,11:13,673,Radiant,Team Empire,"fn, Ghostik, Miposhka, Chappie, RodjER",Virtus.pro,"9pasha, No[o]ne-, Lil, RAMZES666, Solo",9,2,Team Empire,Virtus.pro
3195817999,139581.0,5364,21 May 2017 05:17,39:37,2377,Radiant,Team Liquid,"MinD_ContRoL, MATUMBAMAN, KuroKy, GH.GOD, Miracle",TNC Pro Team,"1437, Raven, TIMS, Kuku, Sam H",26,17,Team Liquid,TNC Pro Team
3195812905,139617.0,5336,21 May 2017 05:15,39:28,2368,Radiant,Virtus.pro,"9pasha, No[o]ne-, Lil, RAMZES666, Solo",mousesports,"syndereN, Maybe Next Time, SsaSpartan, Madara, ThuG",24,15,Virtus.pro,mousesports
3195686768,139581.0,5364,21 May 2017 04:16,29:31,1771,Dire,Team Liquid,"MinD_ContRoL, MATUMBAMAN, KuroKy, GH.GOD, Miracle",TNC Pro Team,"1437, Raven, TIMS, Kuku, Sam H",11,32,TNC Pro Team,Team Liquid
3195651041,139617.0,5336,21 May 2017 04:01,47:13,2833,Radiant,mousesports,"syndereN, Maybe Next Time, SsaSpartan, Madara, ThuG",Virtus.pro,"9pasha, No[o]ne-, Lil, RAMZES666, Solo",30,32,mousesports,Virtus.pro
3195573037,139581.0,5364,21 May 2017 03:27,22:18,1338,Radiant,Team Liquid,"MinD_ContRoL, MATUMBAMAN, KuroKy, GH.GOD, Miracle",TNC Pro Team,"1437, Raven, TIMS, Kuku, Sam H",31,12,Team Liquid,TNC Pro Team
3195383160,139581.0,5364,21 May 2017 02:05,47:37,2857,Dire,Team Liquid,"MinD_ContRoL, MATUMBAMAN, KuroKy, GH.GOD, Miracle",TNC Pro Team,"1437, Raven, TIMS, Kuku, Sam H",27,44,TNC Pro Team,Team Liquid
3195266432,139581.0,5364,21 May 2017 01:11,25:10,1510,Radiant,Team Liquid,"MinD_ContRoL, MATUMBAMAN, KuroKy, GH.GOD, Miracle",TNC Pro Team,"1437, Raven, TIMS, Kuku, Sam H",25,5,Team Liquid,TNC Pro Team
3195139703,139555.0,5418,21 May 2017 12:09,29:50,1790,Radiant,team_ftd_a,"prettyhaw, SuN, 897, XinQ, huuhk",We.are.young,"KuBo, Gt86, 桀骜, 7676, Shining",36,14,team_ftd_a,We.are.young
3195001206,139555.0,5418,21 May 2017 11:01,41:07,2467,Dire,We.are.young,"KuBo, Gt86, 桀骜, 7676, Shining",team_ftd_a,"prettyhaw, SuN, 897, XinQ, huuhk",26,43,team_ftd_a,We.are.young
