MatchID,Series,League,StartTime,MatchLength,Duration,Winner,Radiant,RadiantPlayers,Dire,DirePlayers,RadiantKills,DireKills,WinningTeam,LosingTeam
3176687349,,5196,13 May 2017 10:21,25:22,1522,Radiant,Infamous.NA,"Zenokaia, The Piemaker, Noblewingz, FactorNano, 9",Feed Squad X,"Pablo, Unknown, EmperorBardack, Unknown, Reborn « « «",62,19,Infamous.NA,Feed Squad X
3176676296,,5196,13 May 2017 10:15,25:43,1543,Dire,Language Barrier Gaming,"enigma, Hugo BAWS, Löllö, SeGa [79], Life-",ANTI-VIRUS,"DKJORMAX, <blank>, Akagami, Unknown, N S S",11,32,ANTI-VIRUS,Language Barrier Gaming
3176675717,,5196,13 May 2017 10:15,27:15,1635,Radiant,Unknown Radiant Team,"Nadrak, Lion-O, Feeling^^, rofl, -Guttz",Unknown Dire Team,"JuanJo, Kukodo, IEFF, Unknown, MinhĐiên♥",37,17,Unknown Radiant Team,Unknown Dire Team
3176675237,,5196,13 May 2017 10:14,35:59,2159,Radiant,TEAM Koala Net,"HFractar_st, ALONSITO, RAYAN, Perù = ShiT, x¶nada-",Veni Vidi Vici,"ElectricllG.Gll, Marcelo Manriqu, Unknown, , Unknown",57,33,TEAM Koala Net,Veni Vidi Vici
3176669922,,5196,13 May 2017 10:11,27:21,1641,Dire,Unknown Radiant Team,"NasH, ray, Bryy, Standin.Lu ^ ^7, claqueta",Get Out Your 5,"Unknown, PiChuPi, FUCK OFF, Ayy, Moonfall",3,17,Get Out Your 5,Unknown Radiant Team
3176658401,,5196,13 May 2017 10:04,52:12,3132,Radiant,Unknown Radiant Team,"Unknown, Unknown, Benny, Slendy, Trywa",Unknown Dire Team,", Vagrance, , Chasers, Mau1",49,26,Unknown Radiant Team,Unknown Dire Team
3176654139,,5196,13 May 2017 10:02,25:02,1502,Dire,A-B,", - @YaNo, , ,",Unknown Dire Team,"Stormsoldat, Unknown, Hachiko, Rawr, Dezerted",5,23,Unknown Dire Team,A-B
3176642608,,5196,13 May 2017 09:55,28:05,1685,Dire,Lan Vista Net,"Manuel, Mako, Chris, Suporfid ☻, mask_xD",UNION GAMING HYPERX,"Bichito, Black_Star, Nitro, AFK, EG.Sum1erda :v",17,37,UNION GAMING HYPERX,Lan Vista Net
3176631802,,5196,13 May 2017 09:49,42:13,2533,Dire,Unknown Radiant Team,"LFT.Colleo, hfsktr, Autoattacks, Husky, Virsatus",Unknown Dire Team,"ppppppppppppppp, Kensou, Sanka Rea-, db2, Anonymous",22,23,Unknown Dire Team,Unknown Radiant Team
3176629805,,5196,13 May 2017 09:48,26:57,1617,Dire,DragonsW,"Shan, Nate, Hark, GaTillo, Nysse",OverPower,"Vinny, venom, Gunnar, Zinedine, player2011",18,36,OverPower,DragonsW
3176625987,,5196,13 May 2017 09:46,26:37,1597,Radiant,Unknown Radiant Team,"Masaru, scaflowne, Jen, Saul, Trooper",Unknown Dire Team,"Unknown, Darkasz1, PEZ , , 文托",42,4,Unknown Radiant Team,Unknown Dire Team
3176619790,,5196,13 May 2017 09:42,15:08,908,Radiant,Deity,"†KRØNØ†, Vitaly, AllMightIsBack, Design,",DEN AND HIDDEN CAMS,", TMBRK, DoctorGrimm, Sharko, f1ly4",23,5,Deity,DEN AND HIDDEN CAMS
3176617488,,5196,13 May 2017 09:41,39:39,2379,Dire,ANTHRAX,"pro, R_ed, Xyo, Jhontano, .JPPcc",Unknown Dire Team,"brink, FLUFFNSTUFF, ifrit, Frempo, @WuDotA",7,32,Unknown Dire Team,ANTHRAX
3176606795,,5196,13 May 2017 09:35,50:06,3006,Dire,Unknown Radiant Team,"Darkz, DeLaGEEZY, KevazoIsBack, Unknown, Unknown",SAGE Network,"@Allison-, Suport, KappaKappa[KKT], Maddison..!!!, Wisper",46,35,SAGE Network,Unknown Radiant Team
3176605524,,5196,13 May 2017 09:34,22:58,1378,Dire,BraveSpirit,"-Takumi-, Vegettax, Blue, , [A]dmiralChusco",Unknown Dire Team,"Zenokaia, The Piemaker, Noblewingz, FactorNano, 9",6,36,Unknown Dire Team,BraveSpirit
3176602521,,5196,13 May 2017 09:33,35:23,2123,Dire,Unknown Radiant Team,"EciVoemeaeT, Noriel Danger, Chakote, T Game,",DoZe eSports,"SGLeroy, AlienManaBanana, The Clamburglar, 彩花, DoublA",15,34,DoZe eSports,Unknown Radiant Team
3176602287,,5196,13 May 2017 09:32,24:20,1460,Dire,Falcon Team,", TY.black rabbit, kuñiz the hdp, Just.20.P-GOD, Kuroyukihime",Unknown Dire Team,"Unknown, z, A-, (/◕ヮ◕)/, RazingDD",8,46,Unknown Dire Team,Falcon Team
3176594173,,5196,13 May 2017 09:28,28:41,1721,Radiant,LanCenter NicolNet,"JuanJo, Kukodo, IEFF, Unknown, MinhĐiên♥",DeXT GAMING,"FEEDER, MATCaplins, ManØk`, Rah.BorneoVCe, GrayG2A",36,21,LanCenter NicolNet,DeXT GAMING
3176588039,138093.0,5336,13 May 2017 09:25,41:23,2483,Dire,Team Empire,"fn, Ghostik, Miposhka, Chappie, KingR?!",Team Liquid,"MinD_ContRoL, MATUMBAMAN, KuroKy, GH.GOD, Miracle",14,34,Team Liquid,Team Empire
3176579906,,5196,13 May 2017 09:20,13:23,803,Radiant,Kindred Spirits,", Vagrance, , Chasers, Mau1",Infamous,"Cesar1N-, Hye, 105151, NotGameForYou,",20,7,Kindred Spirits,Infamous
3176579410,,5196,13 May 2017 09:20,41:14,2474,Dire,The Price is Reich,"poopkid fangay, Cookie10monster, JL, TehLlama, pingu",TEAM Koala Net,"HFractar_st, ALONSITO, RAYAN, Perù = ShiT, x¶nada-",24,47,TEAM Koala Net,The Price is Reich
3176565030,,5196,13 May 2017 09:12,38:42,2322,Radiant,Language Barrier Gaming,"enigma, Hugo BAWS, Löllö, SeGa [79], Life-",Unknown Dire Team,"Unknown, CAsoNET.Gian^^!, Unknown, Fury,",34,42,Language Barrier Gaming,Unknown Dire Team
3176563410,,5196,13 May 2017 09:11,15:54,954,Dire,Eagles of Dead,"Unknown, Pan con papa, El Kiki, Unknown, Shadow-",OverPower,"Vinny, venom, Gunnar, Zinedine, player2011",5,27,OverPower,Eagles of Dead
3176561683,,5196,13 May 2017 09:10,30:57,1857,Dire,Unknown Radiant Team,"Unknown, NA, , reyner , Jessen†",Gamer Star Vip,"NoaH*, PµNkeke, Saki, Sacred.., fight",19,43,Gamer Star Vip,Unknown Radiant Team
3176558726,,5196,13 May 2017 09:08,19:34,1174,Dire,Unknown Radiant Team,", , Chef, Guage, Wakedown",UNION GAMING HYPERX,"Bichito, Black_Star, Nitro, AFK, EG.Sum1erda :v",6,32,UNION GAMING HYPERX,Unknown Radiant Team
3176555654,,5196,13 May 2017 09:07,46:48,2808,Dire,Dream Hackers,"Casual Player :, I&amp;amp;amp;a, Djazz, DJaZZ,",Unknown Dire Team,"NasH, ray, Bryy, Standin.Lu ^ ^7, claqueta",26,36,Unknown Dire Team,Dream Hackers
3176552062,,5196,13 May 2017 09:05,21:25,1285,Radiant,BlackSoul,"ppppppppppppppp, Kensou, Sanka Rea-, db2, Anonymous",Zak,"CrakerHause, Darkaito123, Krim, ,",44,14,BlackSoul,Zak
3176548373,,5196,13 May 2017 09:03,36:23,2183,Dire,XcutionEsport,"Yukito, Unknown, HEAT, Unknown, Unknown",Unknown Dire Team,"Stormsoldat, Unknown, Hachiko, Rawr, Dezerted",18,39,Unknown Dire Team,XcutionEsport
3176547657,,5196,13 May 2017 09:02,18:51,1131,Radiant,Unknown Radiant Team,"DoomSDay, nash gold jr, Rudimental,  , Unknown",Unknown Dire Team,"GeNiUzZz, Kira, Red, Z-, JafStyle•",33,3,Unknown Radiant Team,Unknown Dire Team
3176543859,,5196,13 May 2017 09:00,24:38,1478,Radiant,Unknown Radiant Team,"†KRØNØ†, Vitaly, AllMightIsBack, Design,",Dinosaurchestra,"Snow, Gambit-Axiom, Gills, Canada, GHOSTPEPP3R",19,15,Unknown Radiant Team,Dinosaurchestra
3176541597,,5196,13 May 2017 08:59,33:10,1990,Radiant,Unknown Radiant Team,"Nadrak, Lion-O, Feeling^^, rofl, -Guttz",Unknown Dire Team,"Unknown, Keymaros, , , Unknown",36,17,Unknown Radiant Team,Unknown Dire Team
3176537838,,5196,13 May 2017 08:57,25:18,1518,Radiant,Feed Squad X,"Pablo, Unknown, EmperorBardack, Unknown, Reborn « « «",Leones,"bsmilf, Unknown, Unknown, ,",25,12,Feed Squad X,Leones
3176531827,,5196,13 May 2017 08:54,28:02,1682,Dire,Unknown Radiant Team,"Izh Hedoq, NGR伊万633, Unknown, Nyoz_, KinaruTp^^!",Unknown Dire Team,"LFT.Colleo, hfsktr, Autoattacks, Husky, Virsatus",9,36,Unknown Dire Team,Unknown Radiant Team
3176529751,,5196,13 May 2017 08:53,45:50,2750,Radiant,Unknown Radiant Team,"Unknown, Unknown, Benny, Slendy, Trywa",Unknown Dire Team,"AlêêX, BleasteR, MateGaming, AcDc, Unknown",27,20,Unknown Radiant Team,Unknown Dire Team
3176524374,,5196,13 May 2017 08:50,25:43,1543,Radiant,Unknown Radiant Team,"Masaru, scaflowne, Jen, Saul, Trooper",Unknown Dire Team,"Kokxer, Unknown, , ,",21,1,Unknown Radiant Team,Unknown Dire Team
3176521201,,5196,13 May 2017 08:48,21:16,1276,Radiant,Mythical Dreams,"†•Shiak•?, Telrius, Meybe-, WiredKinkajou94, Rabbit",UR DIVERGENT,", Unknown, FearOfDanger-, Juce, Adolf",33,6,Mythical Dreams,UR DIVERGENT
3176519880,,5196,13 May 2017 08:48,27:04,1624,Radiant,Unknown Radiant Team,"EciVoemeaeT, Noriel Danger, Chakote, T Game,",Press-Start,"MiizteriiO, Raychel, Tati♥, ,",23,12,Unknown Radiant Team,Press-Start
3176513937,,5196,13 May 2017 08:45,33:03,1983,Dire,Unknown Radiant Team,"Bruce Wayne, , , ,",ANTHRAX,"pro, R_ed, Xyo, Jhontano, .JPPcc",24,42,ANTHRAX,Unknown Radiant Team
3176513381,,5196,13 May 2017 08:44,30:54,1854,Dire,StarGayzers,"Rankeez, Alren!! :V JAJA, chives, Ritz, StreetlightDota",QO diciples,"Unknown, z, A-, (/◕ヮ◕)/, RazingDD",18,21,QO diciples,StarGayzers
3176513041,,5196,13 May 2017 08:44,29:27,1767,Dire,Unknown Radiant Team,"MidgetMan, A2, MEOW, J-, Cybonic",DragonsW,"Shan, Nate, Hark, GaTillo, Nysse",17,40,DragonsW,Unknown Radiant Team
3176509328,,5196,13 May 2017 08:42,28:22,1702,Radiant,Unknown Radiant Team,"DKJORMAX, <blank>, Akagami, Unknown, N S S",Unknown Dire Team,"Shaka, MU, .DestroieR, , EH.Sky",46,24,Unknown Radiant Team,Unknown Dire Team
3176495367,,5196,13 May 2017 08:35,19:17,1157,Dire,Legit,", , Hope, Homura,",OverPower,"Vinny, venom, Gunnar, Zinedine, player2011",5,30,OverPower,Legit
3176487605,,5196,13 May 2017 08:31,39:14,2354,Radiant,Unknown Radiant Team,"Manuel, Mako, Chris, Suporfid ☻, mask_xD",Unknown Dire Team,"..............Jap, HHS, Deepcontrol, 15 AÑITOZZZ,",31,28,Unknown Radiant Team,Unknown Dire Team
3176483116,,5196,13 May 2017 08:28,13:41,821,Dire,The Noobs Forever,"Unknown, NOT!, Unknown, ,",Unknown Dire Team,"DoomSDay, nash gold jr, Rudimental,  , Unknown",3,27,Unknown Dire Team,The Noobs Forever
3176482410,,5196,13 May 2017 08:28,21:45,1305,Dire,Unknown Radiant Team,"Unknown, TP.TaNaToS, Unknown, Unknown,",Language Barrier Gaming,"enigma, Hugo BAWS, Löllö, SeGa [79], Life-",6,27,Language Barrier Gaming,Unknown Radiant Team
3176481811,,5196,13 May 2017 08:28,25:26,1526,Radiant,Unknown Radiant Team,", Vagrance, , Chasers, Mau1",Team UniVerse,"jp, ISA, Skyline, DOKERT, ProStar",26,10,Unknown Radiant Team,Team UniVerse
3176475505,,5196,13 May 2017 08:25,26:18,1578,Radiant,Unknown Radiant Team,"brink, FLUFFNSTUFF, ifrit, Frempo, @WuDotA",Unknown Dire Team,"KyloRen, , , ,",30,2,Unknown Radiant Team,Unknown Dire Team
3176474999,,5196,13 May 2017 08:24,31:33,1893,Radiant,SeasonGrizzly,"Surfcool, alpincho, Unknown, INSANE, FeelsGood",EDISONBETA Y SUS FREES,"Unknown, , , The will origina, RicAX",32,32,SeasonGrizzly,EDISONBETA Y SUS FREES
3176469719,,5196,13 May 2017 08:21,16:46,1006,Dire,Team Destroyer Gaming,"Jeaggerat, Nlauz, Unknown, Unknown, Unknown",Unknown Dire Team,"Unknown, Unknown, Benny, Slendy, Trywa",3,19,Unknown Dire Team,Team Destroyer Gaming
3176467905,,5196,13 May 2017 08:21,39:55,2395,Dire,Sacrifice,"Neos, 裕太水, , WeedMan*,",Veni Vidi Vici,"ElectricllG.Gll, Marcelo Manriqu, Unknown, , Unknown",10,39,Veni Vidi Vici,Sacrifice
3176466479,,5196,13 May 2017 08:20,48:26,2906,Dire,Unknown Radiant Team,"ghOs, MazerRackham, Nipple, Saga, Pinheel",Unknown Dire Team,"JuanJo, Kukodo, IEFF, Unknown, MinhĐiên♥",35,38,Unknown Dire Team,Unknown Radiant Team
3176465247,,5196,13 May 2017 08:19,32:59,1979,Dire,LSX Young,"Amazing, DeStRoYer, COMPU HUANCAYO, khronos, Prodigious",Unknown Dire Team,"Unknown, Darkasz1, PEZ , , 文托",27,49,Unknown Dire Team,LSX Young
3176461553,,5196,13 May 2017 08:17,27:12,1632,Radiant,Unknown Radiant Team,"Unknown, CAsoNET.Gian^^!, Unknown, Fury,",Never Surrender,"Zerþhyr, :^), Smoke-, |FireSoul|, Jhoper",43,13,Unknown Radiant Team,Never Surrender
3176461149,,5196,13 May 2017 08:17,24:43,1483,Dire,4 tangos y un mango,"Alexsander, , DeRwAs, Xerneas, Ventrueee.4:20",Unknown Dire Team,"Unknown, PiChuPi, FUCK OFF, Ayy, Moonfall",19,41,Unknown Dire Team,4 tangos y un mango
3176457976,,5196,13 May 2017 08:15,20:12,1212,Dire,Unknown Radiant Team,"Unknown, brasitos10, Unknown, Unknown, Unknown",DoZe eSports,"SGLeroy, AlienManaBanana, The Clamburglar, 彩花, DoublA",9,33,DoZe eSports,Unknown Radiant Team
3176456276,,5196,13 May 2017 08:15,38:11,2291,Dire,Unknown Radiant Team,", Alucard, Antiyou, , Arleking",Invincible Core,", , Chef, Guage, Wakedown",24,52,Invincible Core,Unknown Radiant Team
3176456063,,5196,13 May 2017 08:14,27:53,1673,Radiant,chuno peruano,"HFractar_st, ALONSITO, RAYAN, Perù = ShiT, x¶nada-",MRTA,"M.M, Zeta, , Unknown, Unknown",25,13,chuno peruano,MRTA
3176455573,,5196,13 May 2017 08:14,29:45,1785,Dire,Happy Illusion,", YTC, Lambo :D, , TDR7u7",Unknown Dire Team,"†KRØNØ†, Vitaly, AllMightIsBack, Design,",13,46,Unknown Dire Team,Happy Illusion
3176452934,,5196,13 May 2017 08:13,33:43,2023,Dire,Unknown Radiant Team,"Aifos, Kaldr, Refex, *FreeCheck*, Beemo",Revolution E-sports,"Cesar1N-, Hye, 105151, NotGameForYou,",21,39,Revolution E-sports,Unknown Radiant Team
3176450334,,5196,13 May 2017 08:12,17:23,1043,Radiant,Unknown Radiant Team,"MidgetMan, A2, MEOW, J-, Cybonic",MMR Assassins,"Despynn, , Ultimate, Rohanster007, Grand Sentinel",21,2,Unknown Radiant Team,MMR Assassins
3176450326,,5196,13 May 2017 08:12,59:21,3561,Dire,TheLastMember,"yohohoh, Dazet, Guré, @BananeX, Unknown",Notorious Thugs,"Looks, pew, 3NT3RT41NM3NT, xDeehš, Talento",62,55,Notorious Thugs,TheLastMember
3176449930,,5196,13 May 2017 08:11,23:26,1406,Radiant,Unknown Radiant Team,"Matau32, BreezyR, Nine, Zanthous, Scoop Jackson #",KARMA eSportS,"Forgotten, MUDO, Unknown, Decaf, Unknown",29,5,Unknown Radiant Team,KARMA eSportS
3176449818,,5196,13 May 2017 08:11,31:08,1868,Dire,Unknown Radiant Team,", Drazull, , Ghost Boy,",Unknown Dire Team,"Unknown, Keymaros, , , Unknown",15,28,Unknown Dire Team,Unknown Radiant Team
3176447242,,5196,13 May 2017 08:10,21:03,1263,Radiant,Mythical Dreams,"†•Shiak•?, Telrius, Meybe-, WiredKinkajou94, Rabbit",Unknown Dire Team,", Unknown, Unknown, Unknown, Foo  Figthers",23,9,Mythical Dreams,Unknown Dire Team
3176446174,,5196,13 May 2017 08:09,31:40,1900,Dire,AnoHana,"Standin.Dondo., , , AnoHana.Arthur, ¬¬Pol0~",Unknown Dire Team,"Unknown, NA, , reyner , Jessen†",10,31,Unknown Dire Team,AnoHana
3176445805,138063.0,5336,13 May 2017 08:09,42:20,2540,Dire,mousesports,"Skylark, Maybe Next Time, SsaSpartan, Madara, ThuG",Team Liquid,"MinD_ContRoL, MATUMBAMAN, KuroKy, GH.GOD, Miracle",30,40,Team Liquid,mousesports
3176445764,,5196,13 May 2017 08:09,33:30,2010,Dire,O.S.OverShoot,"Unknown, , Melo , , Unknown",Dream Hackers,"Casual Player :, I&amp;amp;amp;a, Djazz, DJaZZ,",17,46,Dream Hackers,O.S.OverShoot
3176445305,,5196,13 May 2017 08:09,07:27,447,Radiant,QO diciples,"Unknown, z, A-, (/◕ヮ◕)/, RazingDD",Unknown Dire Team,", Aladdin, LempaMeow, , GODDD3N",16,1,QO diciples,Unknown Dire Team
3176442513,,5196,13 May 2017 08:08,21:53,1313,Dire,CHNoodleBar,"Driftswift, So Predictable, Kaldarr, Mattjin,",Unknown Dire Team,"LFT.Colleo, hfsktr, Autoattacks, Husky, Virsatus",6,36,Unknown Dire Team,CHNoodleBar
3176441574,,5196,13 May 2017 08:07,23:07,1387,Dire,Chaos Knight,", , Mr.Pichirilo, ,",SAGE Network,"@Allison-, Suport, KappaKappa[KKT], Maddison..!!!, Wisper",13,69,SAGE Network,Chaos Knight
3176438906,,5196,13 May 2017 08:06,23:35,1415,Dire,THE MEEPOS,"Quiet! =), Bear, Siwar-Ignacio, Unknown, †♠TRECE™",Leones,"bsmilf, Unknown, Unknown, ,",4,34,Leones,THE MEEPOS
3176437806,,5196,13 May 2017 08:05,30:27,1827,Dire,Never Lost,"Raiser, ██████████, NightCrawler, , WAIFU",Unknown Dire Team,"Izh Hedoq, NGR伊万633, Unknown, Nyoz_, KinaruTp^^!",24,57,Unknown Dire Team,Never Lost
3176437159,,5196,13 May 2017 08:05,16:11,971,Dire,Season Grizzly,"Unknown, -EdxD-, , quelo,",ANTHRAX,"pro, R_ed, Xyo, Jhontano, .JPPcc",4,28,ANTHRAX,Season Grizzly
3176436930,,5196,13 May 2017 08:05,36:45,2205,Radiant,Unknown Radiant Team,"Unknown, Pan con papa, El Kiki, Unknown, Shadow-",Powerful Peruvians,"C.230.Nirvana, , ~【ℓuιѕ】~, Henry,",39,17,Unknown Radiant Team,Powerful Peruvians
3176436431,,5196,13 May 2017 08:05,27:05,1625,Radiant,Team Sun Strike,"Kokxer, Unknown, , ,",Shitstains,"Nazi, Вилкер, Malakai, ,",42,7,Team Sun Strike,Shitstains
3176436291,,5196,13 May 2017 08:05,40:31,2431,Radiant,Falcon Team,", TY.black rabbit, kuñiz the hdp, Just.20.P-GOD, Kuroyukihime",Not.Cuyey,"BruNNxD.Rory-sam, Pskobu, Not.Legal, toom , RespetaLapadula",36,39,Falcon Team,Not.Cuyey
3176435994,,5196,13 May 2017 08:04,45:08,2708,Radiant,Unknown Radiant Team,"CrakerHause, Darkaito123, Krim, ,",BalForces,"LilBoiNoah, Fatalness, Cuh, TreeHard, Xquisite",67,34,Unknown Radiant Team,BalForces
3176434195,,5196,13 May 2017 08:04,42:43,2563,Radiant,XcutionEsport,"Yukito, Unknown, HEAT, Unknown, Unknown",Team Feedr,"Unknown, Unknown, , , NFP",37,18,XcutionEsport,Team Feedr
3176432027,,5196,13 May 2017 08:02,22:24,1344,Radiant,Unknown Radiant Team,"Bruce Wayne, , , ,",Wolves Army !,"Sharuck, ShioN, KaOtiC.com.pe, Nova1One, NoProblem",36,9,Unknown Radiant Team,Wolves Army !
3176430560,,5196,13 May 2017 08:02,25:25,1525,Dire,LilyBongo,"Unknown, Unknown, MagerSaber, Unknown,",Dinosaurchestra,"Snow, Gambit-Axiom, Gills, Canada, GHOSTPEPP3R",5,34,Dinosaurchestra,LilyBongo
3176294300,138063.0,5336,13 May 2017 06:55,40:45,2445,Dire,mousesports,"Skylark, Maybe Next Time, SsaSpartan, Madara, ThuG",Team Liquid,"MinD_ContRoL, MATUMBAMAN, KuroKy, GH.GOD, Miracle",21,53,Team Liquid,mousesports
3176154295,138012.0,5336,13 May 2017 05:49,22:02,1322,Dire,Elements Pro Gaming,"@LeBronDota, g0g1, Pingvincek, Swiftending, Mitch--",Vega Squadron,"AfterLife, G, Silent, CeMaTheSlayeR, ALOHADANCE",4,28,Vega Squadron,Elements Pro Gaming
3176006304,138012.0,5336,13 May 2017 04:40,37:36,2256,Dire,Elements Pro Gaming,"@LeBronDota, g0g1, Pingvincek, Swiftending, Mitch--",Vega Squadron,"AfterLife, G, Silent, CeMaTheSlayeR, ALOHADANCE",24,28,Vega Squadron,Elements Pro Gaming
3175652467,137978.0,5336,13 May 2017 02:15,22:25,1345,Dire,Elements Pro Gaming,"@LeBronDota, g0g1, Pingvincek, Swiftending, Mitch--",Team Liquid,"MinD_ContRoL, MATUMBAMAN, KuroKy, GH.GOD, Miracle",10,31,Team Liquid,Elements Pro Gaming
3175615070,137970.0,5396,13 May 2017 01:59,26:40,1600,Radiant,WarriorsGaming.Unity,"xNova, KanGaroo, ChYuaN, NaNa, Wenn",Team EVOS,"ramz?, U e O, ilLogic, Vlaicuu, ÂVILLE",41,23,WarriorsGaming.Unity,Team EVOS
3175552353,137978.0,5336,13 May 2017 01:30,20:21,1221,Dire,Elements Pro Gaming,"@LeBronDota, g0g1, Pingvincek, Swiftending, Mitch--",Team Liquid,"MinD_ContRoL, MATUMBAMAN, KuroKy, GH.GOD, Miracle",4,25,Team Liquid,Elements Pro Gaming
3175483077,137970.0,5396,13 May 2017 12:56,25:58,1558,Dire,Team EVOS,"ramz?, U e O, ilLogic, Vlaicuu, ÂVILLE",WarriorsGaming.Unity,"xNova, KanGaroo, ChYuaN, NaNa, Wenn",3,31,WarriorsGaming.Unity,Team EVOS
3175326223,137952.0,5396,13 May 2017 11:36,37:53,2273,Radiant,Team EVOS,"ramz?, U e O, ilLogic, Vlaicuu, ÂVILLE",Rex Regum QEON,"KoaLamon, C, Yabyooo, Xepher, Thephiboy",50,27,Team EVOS,Rex Regum QEON
3175239236,137898.0,5396,13 May 2017 10:51,44:51,2691,Dire,Geek Fam,"Net, Roddgee, Velo, Teehee, Syeonix",WarriorsGaming.Unity,"xNova, KanGaroo, ChYuaN, NaNa, Wenn",29,34,WarriorsGaming.Unity,Geek Fam
3175239073,137897.0,5396,13 May 2017 10:51,32:20,1940,Dire,XIAODIAN,"speeddraw, Dian, iagger爱哥, GENTLEMAN, loveh",Mineski,"Mag, MuShi, ninjaboogie, 343, raging-_-potato",10,38,Mineski,XIAODIAN
3175168894,,5396,13 May 2017 10:15,54:36,3276,Radiant,Unknown Radiant Team,"KoaLamon, C, Yabyooo, Xepher, Thephiboy",Team EVOS,"ramz?, U e O, ilLogic, Vlaicuu, ÂVILLE",63,45,Unknown Radiant Team,Team EVOS
3175094308,137898.0,5396,13 May 2017 09:36,51:49,3109,Dire,Geek Fam,"Net, Roddgee, Velo, Teehee, Syeonix",WarriorsGaming.Unity,"xNova, KanGaroo, ChYuaN, NaNa, Wenn",26,42,WarriorsGaming.Unity,Geek Fam
3175085767,137897.0,5396,13 May 2017 09:31,59:14,3554,Dire,Mineski,"Mag, MuShi, ninjaboogie, 343, raging-_-potato",XIAODIAN,"speeddraw, Dian, iagger爱哥, GENTLEMAN, loveh",38,43,XIAODIAN,Mineski
3175021660,137901.0,5396,13 May 2017 08:56,50:03,3003,Radiant,Team EVOS,"ramz?, U e O, ilLogic, Vlaicuu, ÂVILLE",Rex Regum QEON,"KoaLamon, C, Yabyooo, Xepher, Thephiboy",35,53,Team EVOS,Rex Regum QEON
3175000659,137898.0,5396,13 May 2017 08:45,26:15,1575,Dire,WarriorsGaming.Unity,"xNova, KanGaroo, ChYuaN, NaNa, Wenn",Geek Fam,"Net, Roddgee, Velo, Teehee, Syeonix",3,19,Geek Fam,WarriorsGaming.Unity
3175000096,137897.0,5396,13 May 2017 08:44,26:58,1618,Dire,XIAODIAN,"speeddraw, Dian, iagger爱哥, GENTLEMAN, loveh",Mineski,"Mag, MuShi, ninjaboogie, 343, raging-_-potato",4,17,Mineski,XIAODIAN
3174252897,137806.0,5336,12 May 2017 09:55,43:19,2599,Radiant,Team Secret,"Puppey, YapzOr, MP, MidOne, KheZu",Team Liquid,"MinD_ContRoL, MATUMBAMAN, KuroKy, GH.GOD, Miracle",34,20,Team Secret,Team Liquid
3174172918,137806.0,5336,12 May 2017 09:00,26:32,1592,Dire,Team Secret,"Puppey, YapzOr, MP, MidOne, KheZu",Team Liquid,"MinD_ContRoL, MATUMBAMAN, KuroKy, GH.GOD, Miracle",15,30,Team Liquid,Team Secret
3174044578,137784.0,5336,12 May 2017 07:42,35:55,2155,Dire,Natus Vincere,"Dendi, Pajkatt, GeneRaL, Biver, ! SoNNeikO !",Team Liquid,"MinD_ContRoL, MATUMBAMAN, KuroKy, GH.GOD, Miracle",15,39,Team Liquid,Natus Vincere
3173910801,137784.0,5336,12 May 2017 06:31,26:21,1581,Dire,Natus Vincere,"Dendi, Pajkatt, GeneRaL, Biver, ! SoNNeikO !",Team Liquid,"MinD_ContRoL, MATUMBAMAN, KuroKy, GH.GOD, Miracle",7,24,Team Liquid,Natus Vincere
3172197011,137614.0,5336,11 May 2017 10:00,23:25,1405,Dire,mousesports,"Skylark, Maybe Next Time, SsaSpartan, Madara, ThuG",Vega Squadron,"AfterLife, G, Silent, CeMaTheSlayeR, ALOHADANCE",6,32,Vega Squadron,mousesports
3172135290,137614.0,5336,11 May 2017 09:00,31:13,1873,Radiant,Vega Squadron,"AfterLife, G, Silent, CeMaTheSlayeR, ALOHADANCE",mousesports,"Skylark, Maybe Next Time, SsaSpartan, Madara, ThuG",29,9,Vega Squadron,mousesports
3172011068,137575.0,5336,11 May 2017 07:25,33:56,2036,Radiant,Team Secret,"Puppey, YapzOr, MP, MidOne, KheZu",mousesports,"Skylark, Maybe Next Time, SsaSpartan, Madara, ThuG",28,8,Team Secret,mousesports
3171919324,137575.0,5336,11 May 2017 06:30,28:07,1687,Dire,mousesports,"Skylark, Maybe Next Time, SsaSpartan, Madara, ThuG",Team Secret,"Puppey, YapzOr, MP, MidOne, KheZu",10,32,Team Secret,mousesports
3168326700,137235.0,5336,09 May 2017 10:05,33:21,2001,Radiant,Vega Squadron,"AfterLife, G, Silent, CeMaTheSlayeR, ALOHADANCE",Team Liquid,"MinD_ContRoL, MATUMBAMAN, KuroKy, GH.GOD, Miracle",40,22,Vega Squadron,Team Liquid
3168267304,137235.0,5336,09 May 2017 09:12,24:17,1457,Dire,Vega Squadron,"AfterLife, G, Silent, CeMaTheSlayeR, ALOHADANCE",Team Liquid,"MinD_ContRoL, MATUMBAMAN, KuroKy, GH.GOD, Miracle",17,36,Team Liquid,Vega Squadron
3168161006,137207.0,5336,09 May 2017 07:50,45:00,2700,Dire,Team Secret,"Puppey, YapzOr, MP, MidOne, KheZu",Team Empire,"fn, Ghostik, Miposhka, Chappie, KingR?!",24,33,Team Empire,Team Secret
